"Data Source","World Development Indicators",

"Last Updated Date","2018-10-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Nigeria","NGA","Interest rate spread (lending rate minus deposit rate, %)","FR.INR.LNDP","","","","","","","","","","","4","4","3.95833333333333","4","4","3.25","3.83333333333333","3.16666666666667","2.60416666666667","","3.165","3.2008333335","1.93750000025","2.56500000041666","1.98749999983337","0.316666667083339","0.724166666666671","0.874166666666699","3.6666666666667","5.7666666666667","5.5166666666667","5.125","6.7166666666666","8.4083333333333","7.3916666666666","6.7025","6.7775","10.6258333333333","8.0758333333334","7.4791666666667","9.5833333333334","8.1825","8.1008333333333","6.4966666666667","5.4824937205512","7.4158333333333","7.1575","6.6508333333334","3.509","5.065","11.0641666666667","10.3175","8.385","8.7775","7.20916666666663","7.70049935053737","9.37032326417046","8.0266292938164",
"Nigeria","NGA","Lending interest rate (%)","FR.INR.LEND","","","","","","","","","","","7","7","7","7","7","6.25","6.5","6","6.75","","8.43166666633333","8.9166666665","9.53749999983333","9.97666666633333","10.2416666664167","9.43333333291667","9.95916666666667","13.9616666666667","16.6166666666667","20.4416666666667","25.3","20.0416666666667","24.7583333333333","31.65","20.4833333333333","20.2333333333333","19.8366666666667","17.795","18.1841666666667","20.29","21.2741666666667","23.4383333333333","24.7708333333333","20.7141666666667","19.1808333333333","17.9483333333333","16.9","16.9391666666667","15.4798333333333","18.3616666666667","17.585","16.0166666666667","16.7925","16.7225","16.5483333333333","16.8488326838707","16.8670203470338","17.5801848042318",
"Nigeria","NGA","Deposit interest rate (%)","FR.INR.DPST","","","","","","","","","","","3","3","3.04166666666667","3","3","3","2.66666666666667","2.83333333333333","4.14583333333333","","5.26666666633333","5.715833333","7.59999999958333","7.41166666591667","8.25416666658333","9.11666666583333","9.235","13.0875","12.95","14.675","19.7833333333333","14.9166666666667","18.0416666666667","23.2416666666667","13.0916666666667","13.5308333333333","13.0591666666667","7.16916666666667","10.1083333333333","12.8108333333333","11.6908333333333","15.2558333333333","16.67","14.2175","13.6983396127821","10.5325","9.7425","10.2883333333333","11.9708333333333","13.2966666666667","6.52083333333333","5.69916666666667","8.4075","7.945","9.33916666666667","9.14833333333333","7.49669708286334","9.5535555104154",
"Nigeria","NGA","Wholesale price index (2010 = 100)","FP.WPI.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","5.44432736187238","6.27914723477513","5.26563234621732","-2.69465535232728","0.856793145737534","4.10345873811618","9.69034608375117","-3.72633676514213","-0.476059059060839","10.155979202822","13.7570799247929","15.9991148482235","3.45764975201497","5.40266445394225","12.6743931774329","33.9641883221777","24.2999999999997","15.0878340572688","21.7092457416664","11.7097306212117","9.97226199001429","20.8128229121949","7.69774724714251","23.2123315511559","17.8205332860842","7.43534482758633","5.71715145436303","11.2903225806452","54.5112247797672","50.4666881235915","7.36440030557698","13.0069731037428","44.588842715023","57.1652528349217","57.0317089119659","72.8355022972637","29.2682926829272","8.52987421383634","9.99637812386805","6.61837339479755","6.9332921556516","18.8736462093863","12.8765792031099","14.0317836131437","14.9980338183251","17.8634933661605","8.23952651734944","5.38222365176366","11.5779835181606","11.5376727473054","13.7202018444406","10.8400275418866","12.2177817351031","8.47582728502893","8.06248582444999","9.00938718326781","15.6753405526234","16.5235399802169",
"Nigeria","NGA","Consumer price index (2010 = 100)","FP.CPI.TOTL","0.0664850693723651","0.0706597647673983","0.0743804481967515","0.0723761514683327","0.072996265373262","0.0759916370032196","0.0833554896235395","0.0802493833679333","0.0798673489085698","0.0879786602535694","0.100081954861415","0.11609418176204","0.120108311949839","0.126597361025783","0.142642808314445","0.191090280358406","0.237525218485498","0.273362629294755","0.332707594254234","0.371666757297719","0.408730340065238","0.493798661931428","0.531810034836681","0.655255543345289","0.772025575556048","0.829428339255798","0.87684801361646","0.975846982895738","1.50779312524861","2.26872637931678","2.43580447172789","2.7526289042253","3.97999427685858","6.2551680680402","9.82259731255913","16.9769354037991","21.9457945463745","23.8177432164072","26.1986548888912","27.9325796938524","29.8692270506374","35.506639289653","40.0786798201477","45.7024334475155","52.5568998717714","61.9453981938249","67.0494057042828","70.6581546764657","78.8389441791433","87.9351235559636","100","110.840027541887","124.382220182082","134.924642338","145.802922500191","158.938872312753","183.853081818277","214.232119297381",
"Nigeria","NGA","Broad money growth (annual %)","FM.LBL.BMNY.ZG","","8.69565217391304","10.9333333333333","8.68389423076923","19.1042300248825","8.75116063138347","10.9498399146211","-12.6587148903424","15","26.9105535338058","47.7965590099608","6.39232104564485","15.5773106824071","13.7767812655705","89.197868768703","55.6631432759818","41.4512651483235","34.4727298211188","-2.01034487251313","30.9506714532642","46.1081553082609","5.89997150779366","9.54530838840074","14.0216251834546","11.6027991720167","8.99273632824453","1.95309463136527","22.4111636419094","32.9131972563107","12.9279952507173","32.7010276475701","37.3802138978897","63.2602537657287","53.7579683240045","34.4951421517432","19.4117147450513","16.1781585908082","16.0390029485685","22.3177575904719","33.1210582009053","48.0675226932787","26.3768004240801","18.8210982703839","13.5113689675845","20.6770255396204","22.6036325203928","36.3507212028386","64.924645889064","58.5344469754287","17.2145752764526","6.79128554289986","12.9917512872735","20.5999283977086","9.65750111587832","4.43808212896148","3.00399205195776","11.5524144532499","",
"Nigeria","NGA","Broad money to total reserves ratio","FM.LBL.BMNY.IR.ZS","","","","2.41093288181778","2.64458947110855","2.74368217737331","3.37912074650419","5.65674451450558","6.03099125039395","7.00307300339311","6.13424247153411","2.13462457710218","3.42832883726759","2.72242058444954","0.575484654859319","0.862226306964219","1.37789066526042","1.89929058525961","3.7559288624285","1.83853460725352","1.72728135541158","4.31614126273544","8.30028143339125","9.29859048606918","5.62202992853462","4.8049341405753","4.83723082347688","4.15317155287156","6.47541668051985","2.25381974536654","1.52278664155313","1.40696420399781","5.69333312350561","2.67088669979515","3.0961355738414","2.65076849411497","1.06924234448603","0.680632415382331","0.818403589098118","1.34129718463525","1.00875576900146","1.10566247995348","1.70518933874423","1.84305927740886","0.929348044034654","0.695166977396269","0.647999618019439","0.899765821579525","1.46602733176227","1.61125684166857","2.16192257514691","2.34788638703176","2.12171113115159","2.39453616565156","3.06072088658675","3.02341042657609","2.7467300938647","",
"Nigeria","NGA","Broad money (% of GDP)","FM.LBL.BMNY.GD.ZS","9.20838361939322","9.40167372356296","9.49036321770195","9.80294163051567","10.8612861230102","11.1651295250352","11.4297022736268","12.2154657482645","14.0538358008075","13.9824428125264","10.9278580594767","10.0420224762419","10.9128476533118","11.1830291553756","13.2228116710875","17.5856598708238","19.9490412912336","22.8533571534911","20.8609547055724","22.9511558538404","28.6252237345828","29.4575153885068","31.1103739450735","32.8383593000469","33.0233307226869","31.4826816016204","31.5121624836366","25.8195366701596","25.9601910570779","18.9847331244896","20.4416887968177","24.0274469851848","23.2399888561004","27.7499418743327","28.231495385282","15.870216969281","13.2307519773362","14.7845473111026","18.6634215845918","21.1257131407025","21.9632522072561","26.6698669646882","21.8259900591216","20.19995741221","18.2563135269673","17.7321593576526","19.0418843304726","28.0587775060883","37.7661344484295","43.2661335879941","21.020948581697","20.6786234203604","21.8859181938838","21.5079531323679","20.1880041925372","19.6931459664821","20.3838468438581","",
"Nigeria","NGA","Broad money (current LCU)","FM.LBL.BMNY.CN","276000000","300000000","332800000","361700000","430800000","468500000","519800000","454000000","522100000","662600000","979300000","1041900000","1204200000","1370100000","2592200000","4035100000","5707700000","7675300000","7521000000","9848800000","14389900000","15238900000","16693500000","19034200000","21242700000","23153000000","23605200000","28895400000","38405800000","43370900000","57553630000","79067300000","129085474625.71","198479203185.89","266944886466.51","318763466353.89","370333525470.18","429731330539.88","525637727180.08","699734504725.31","1036079546576.85","1309364180812.14","1555800900000","1766010900000","2131169424825.48","2612891130000","3562695900000","5875763597179.2","9315109324371.6","10918665831099.4","11660183605164.4","13175045658786.8","15889095630862.3","17423585218715.8","18196858240532","18743490415783.6","20908816111620.1","",
"Nigeria","NGA","Claims on private sector (annual growth as % of broad money)","FM.AST.PRVT.ZG.M3","","2.68115942028986","25.7333333333333","12.6802884615385","3.70472767486868","6.98700092850511","9.92529348986126","-7.1758368603309","0.418502202643172","4.38613292472706","19.0009055236945","12.0800571837026","11.3542566465112","5.26490616176715","13.1596233851544","24.7743229689067","15.2784317612946","16.2044256005046","11.1813219027269","6.58556043079378","17.1401592072131","13.4566605744307","10.0519066336809","1.44667085991554","2.81755997099957","4.4815395406422","15.8221396795232","4.86502973921","10.3445531122601","5.13594300860807","7.84920534275286","11.1261948203788","55.2459834700692","10.4521157609415","27.238923447408","22.3351305918273","15.84449068428","15.7613319196374","12.9069722609515","15.5461415298135","19.259096985039","22.2983769894519","8.873179909008","17.8711684766348","18.4449921616226","19.5552471364743","19.7567160021704","79.1748677993513","51.6946804839848","14.626374156776","-10.3768640451415","-5.18997080146936","4.67225385081955","10.304402066101","16.5057877119206","2.45257808954087","13.6542987146672","1.15955165807957",
"Nigeria","NGA","Net foreign assets (current LCU)","FM.AST.NFRG.CN","221000000","223600000","203500000","153571429.995","132171429.995","159671429.995","137700002.35174","55200002.35174","79607145.2117301","94214288.9486401","153614293.73184","280028583.5574","243657159.50154","414141050.32145","3498200491.42226","3665287764.57241","3329435136.43759","2889282566.32444","1420065095.46252","3228271415.94897","5606830536.25863","2556247142.10738","1057254947.58008","807633352.417429","1422934795.66764","1815918758.69541","4463376534.32836","6864857386.3354","7974192435.76017","18296224651.8745","41316247750.6751","54054887476.3314","9172099304.65648","8584315773.1262","-4361610425.48075","61209680965.3467","193687122497.513","189613009977.441","203226345183.693","646203103344.031","1164931110162.41","1325342386130.14","1255210920565.84","1356362829486.89","2612377387731.27","3865390527278.96","6188682934636.04","7310443523098.71","8597230202559.35","7287924941530.64","6195140954305.19","6643739385447.51","8690435523590.43","8117569890040.77","6730504089821.29","5297041515940.76","7647759274571.24","11999548693831.1",
"Nigeria","NGA","Net domestic credit (current LCU)","FM.AST.DOMS.CN","53500000","105600000","197400000","264300000","337400000","364300000","457000000","491200000","620600000","822500000","1141800000","1127000000","1273900000","1261000000","-314000000","1018100000","2940400000","5946400000","7781500000","8693400000","10731900000","15780800000","21526700000","27707800000","30470600000","31920000000","36459200000","40311000000","50751700000","46020600000","61664784000","70608700000","171071098279.03","280657570260.63","439113793948.79","474361371713.4","371079059646.96","365870613639.28","512490413639.84","632010090507.91","472011746963.3","947610500859.91","1393501100000","1853169980000","1365972362697.03","1267298462000","918539300000","4020620282214.9","6549586397117.8","9363895441067.68","10426949312395.1","14112185063464.1","16324890929800.3","18208712436088.9","19727839978973.3","22027652274303.8","27239035885504.6","26753591134824.7",
"Nigeria","NGA","Claims on other sectors of the domestic economy (annual growth as % of broad money)","FM.AST.DOMO.ZG.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.75078164504971","19.5403203584726","17.7532142442813","21.8800878012702","23.9546865467755","88.2978897670601","63.9172364843677","16.9208719470358","-11.2478612851625","29.0089637437086","7.90528807264191","12.148868690097","15.4237011580523","3.24664716090973","17.2294240065926","2.38377168160564",
"Nigeria","NGA","Claims on central government (annual growth as % of broad money)","FM.AST.CGOV.ZG.M3","","16.195652173913","4.86666666666667","7.421875","16.2289189936411","-0.74280408542247","9.77588046958378","11.4274721046556","29.8898678414097","33.9590116835855","24.9471777844854","-13.6321862554886","-1.38209041174777","-9.20943364889553","-135.398875994453","26.024226525731","31.218557160913","34.5480666468104","8.92603546441181","2.25900811062359","2.29774185687596","19.1759497981223","26.4421972714566","30.8335579716656","12.3351651238297","2.22853027157565","2.28955210987777","9.87113008998017","21.91144611253","-19.2181910024007","25.5298045463663","2.23911854039441","74.169192452961","72.8631404696845","51.8672109053784","-9.40672142824521","-47.8527934398805","-17.310651124804","21.7712393088867","7.01788120848339","-42.9869705418358","12.1691204166666","28.3031970473813","10.0051619715608","-45.3406780194465","-26.5101232901244","-37.3023212031035","-1.22672036933239","-20.8765989046497","13.291430946572","20.9839763725899","2.5963340445415","8.88938515765945","-0.292803687696574","-6.70490118769577","9.39186584463652","10.5742747474692","-4.70549448068017",
"Nigeria","NGA","Total reserves minus gold (current US$)","FI.RES.XGLD.CD","","","","190000000","208000000","219000000","195260000","92260000","97270000","112360000","202160000","408251560.768961","355471038.557593","558758429.452631","5602478427.07708","5585609562.30902","5179842119.24904","4232234051.42271","1886654603.51189","5547898026.01849","10234800373.239","3895367135.50454","1612543479.02942","989896299.038786","1462311804.67395","1667219244.28822","1081354727.04366","1165255358.99218","651148026.537121","1765591373.82711","3864294618.08766","4435100130.16922","967110000.412502","1372067195.7463","1385879649.20153","1443416271.06349","4075717078.00738","7581882901.76216","7100827100.27923","5450323690.96474","9910901050.14918","10456642861.8107","7331336990.00748","7128436636.65002","16955637971.145","28279620717.2055","42298743129.438","51334248339.1539","53001765300.0431","44762710240.47","34919347169.1873","35211861532.5856","46405236716.6336","45427273530.76","36668719208.0224","30606281876.0986","29242579571.7345","41738885296.3652",
"Nigeria","NGA","Total reserves in months of imports","FI.RES.TOTL.MO","","","","","","","","","","","","","","","","","","3.68504775841137","1.61307295060903","4.43442159632059","5.80215973039892","1.97057557427066","1.17135973793663","1.01496025821366","1.68923334033345","2.13228600986904","3.21216444062159","2.28120575841357","1.48013643562785","3.21752342988444","5.02594064345019","4.35412322906825","1.24972831717879","1.54721729106344","1.58264715890027","4.16622458505591","11.5124950759651","17.3761818449587","19.209601786731","4.5557723859144","7.87841172770913","6.82011838413712","4.86841650968342","3.53225472009969","8.7479910047704","9.60467541549225","12.0983416346103","10.2182084158813","7.88025003216006","8.42592044752153","4.7170212941131","3.80142430202811","5.49076154101965","5.38599624515815","4.23447217255578","4.27185260188478","6.34232093622347","8.004911439762",
"Nigeria","NGA","Total reserves (% of total external debt)","FI.RES.TOTL.DT.ZS","","","","","","","","","","","","44.9770191863869","36.1180868395814","35.0118539663015","303.552520449737","335.810001132607","392.944820214879","137.805967670892","39.8495396249015","94.4761870495152","119.037163310389","36.4199617483518","16.0636921147652","7.12287208517446","9.41396120673795","10.1411402195411","6.07632624241287","5.16050934974213","3.14942591897617","6.77603891370925","12.3400357221371","13.9530338396345","4.12166576051166","5.34359496915544","4.98355537964808","5.01288016698877","13.7813978790008","27.3337634207049","24.0767146371793","19.4178387911273","31.1960875131709","33.8866840321993","23.8098918206742","20.1982268117556","43.2515421502016","111.172409867324","444.356757418061","427.411201622344","408.254152804131","285.470043471593","231.751602513419","205.305022890308","262.302769649584","218.763681812934","151.467560867769","108.262918564878","96.3993289940027","",
"Nigeria","NGA","Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","","","","210030680","228053520","239053520","215353490","112359200","121194900","132459200","223498270","431942650.768961","390711738.557593","622853179.452631","5708969927.07708","5665692312.30902","5256784369.24904","4335987601.42271","2028808603.51189","5899642026.01849","10639786873.239","4168449635.50454","1926433779.02942","1251986799.03879","1674113904.67395","1891868244.28822","1349903027.04366","1497832058.99218","932989776.537121","2041078373.82711","4128789618.08766","4678023330.16922","1196052750.4125","1640443738.8763","1649172399.20153","1709113521.06349","4329391828.00738","7781250308.63216","7298545693.40923","5649725440.96474","10099448200.1492","10646598361.8107","7566806240.00748","7415087386.65002","17256543971.145","28632051717.2055","42735469029.438","51907034589.1539","53599283550.0431","45509822740.47","35884925669.1873","36263658532.5856","47548404716.6336","46254765030.76","37497241208.0224","31334501876.0986","30029812871.7345","42629580796.3652",
"Nigeria","NGA","Bank liquid reserves to bank assets ratio (%)","FD.RES.LIQU.AS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.9390099738402","22.7545126926609","20.6649932807391","17.3059310130896","20.1896014977901","14.0682226517088","21.1685710169941","12.2546937467944","5.56835417435918","7.3024870412167","17.035323565217","16.3132861036406","31.0706794854522","34.2315479475552","32.1327704350318","25.8553575286572","37.9255976792786",
"Nigeria","NGA","Domestic credit to private sector by banks (% of GDP)","FD.AST.PRVT.GD.ZS","3.69669893126365","3.70425944708381","4.9790186833256","5.64814220569385","6.23238145220085","6.55370463049022","6.86485773340956","7.60372383361137","6.04576043068641","4.93373849919811","3.86207666127322","4.79885112863119","5.44826773722892","5.96330275229358","4.62405631503775","6.42612462628675","7.2086650775565","8.73544737233884","10.7095109976978","10.1649888143177","12.0276506623679","15.4195321677444","17.7103726405381","16.8475540820564","16.014435144297","15.3015922053814","19.9116999442785","14.349816415315","12.8220596936092","9.15739387264148","8.6929858032102","8.95190471957778","13.3293363015933","12.1985727709145","14.9540955235042","10.0161806643145","8.97899455823741","10.6612656532411","12.9814131450458","13.4941575067275","12.3044570044157","16.5093599821056","13.0211104675174","13.7961883659109","13.1207682813767","13.2205272353978","13.1681818102715","24.5716117344256","33.6541239934121","38.3485459651633","15.3906962742991","12.464927175069","11.7887080858725","12.5853257227631","14.4877539585749","14.1932312351842","15.6570692811543","14.1541602228541",
"Nigeria","NGA","Depositors with commercial banks (per 1,000 adults)","FB.CBK.DPTR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","295.993701564287","311.672787599761","464.214121424658","472.385378556954","504.332490963589","644.082649872781","650.325415748513","652.996000772754","667.115846316542","813.589559457667","",
"Nigeria","NGA","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.69504287120869","4.17415771674825","3.77886774567958","5.20682759447742","6.2643603251515","6.47853893195978","6.56071759355628","6.40519911440378","5.81451354837339","5.90382957851163","5.54781207298334","5.41808570439766","5.36292872489826","",
"Nigeria","NGA","Bank capital to assets ratio (%)","FB.BNK.CAPA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6634827574929","17.9548517587486","4.0796810358084","1.49040679096376","10.6178209397358","10.8206414155405","10.3922915102556","10.423267127952","12.3756754704188","11.3716903589116","7.42787739622752",
"Nigeria","NGA","Automated teller machines (ATMs) (per 100,000 adults)","FB.ATM.TOTL.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.679722040192859","1.77902456432455","4.47412301012132","8.63648691919921","11.4571376649278","11.2195819674795","11.9369619859343","11.4866089932599","13.3044781402678","16.1794263146028","16.2029008505921","16.7301836033315","",
"Nigeria","NGA","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.50262123548539","7.19359013817042","37.2532872694237","20.1430996066243","5.77162860434222","3.70522490674831","3.39339117622511","2.95953837066648","4.8608855617133","12.8150641172053","15.1298518848253",
"Nigeria","NGA","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6107349579734","11.6106996068528",
"Nigeria","NGA","Marine protected areas (% of territorial waters)","ER.MRN.PTMR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0169521","0.0167093086853826",
"Nigeria","NGA","External debt stocks, private nonguaranteed (PNG) (DOD, current US$)","DT.DOD.DPNG.CD","","","","","","","","","","","115000000","108000000","85000000","88000000","93000000","91000000","103000000","130000000","336000000","709000000","1097000000","1347000000","1313100000","1300000000","1400000000","1416000000","600000000","551700000","536960000","406000000","390743000","343309000","331309000","321309000","311309000","301309000","300000000","295000000","285000000","250000000","1007282000","1567185000","2010554000","2574917000","3208743000","5278711000","5551961000","8281701000","8984986000","9094272000","8213076000","9154536000","8872416000","10276776000","13194978000","16074722000","17487060000","",
"Nigeria","NGA","External debt stocks, long-term (DOD, current US$)","DT.DOD.DLXF.CD","","","","","","","","","","","567076000","651109000","731814000","1204810000","1273890000","1143426000","906232000","985287000","2644701000","3961581000","5385137000","7018277000","9457735000","12518084000","12038888000","13660913000","18534179000","27456441000","28076493000","29657227000","31935344000","32668277000","26809108000","26741947000","28265822000","28443252000","25738638000","22938919000","23749251000","22632468000","31049371000","30805537000","30090951000","33870053000","35759031000","25526920000","9380953000","11896174000","12886839000","13315597000","12904090000","15091152000","15552380000","18563101000","22328424000","26621126000","28898997000","",
"Nigeria","NGA","Use of IMF credit (DOD, current US$)","DT.DOD.DIMF.CD","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","215697000","204759000","197501000","213655000","233528000","244063000","224617000","236424000","248344000","242061000","2626469000","2580129000","2572154000","2574918000","2580078000","2427300000","2321617000","2252257000","",
"Nigeria","NGA","External debt stocks (% of GNI)","DT.DOD.DECT.GN.ZS","","","","","","","","","","","6.92553560924736","11.276082605985","9.55195888500374","12.6247329896274","7.84212710601417","6.21681189470349","3.77134019261316","8.82215947051746","13.9943709451029","13.2979965289667","14.6338620730924","19.2326789072403","23.8295724486038","50.5449277847572","64.1612515533996","66.983440608708","115.122960105344","133.765290255587","130.148714487289","136.020758715472","120.053972508461","134.44809393832","110.121820565832","228.371722905256","210.334537343694","129.506836883703","95.9021087988436","84.7596795683671","103.89182742264","84.5921217582141","80.4566348795136","78.461669222729","59.9405250561463","61.1899353083781","51.1595970466453","26.0460481774869","6.83115457089717","7.85530123178279","6.80570856495537","10.2906170631692","4.42971550874616","4.53966361368467","4.13097957541071","4.31993405301742","4.51211072922844","6.15377053590268","7.85912968818367","",
"Nigeria","NGA","External debt stocks (% of exports of goods, services and primary income)","DT.DOD.DECT.EX.ZS","","","","","","","","","","","","","","","","","","23.6810155121148","43.8605775642826","34.6479236785536","32.1995009145452","58.7793802706816","93.0897340014462","161.770392672241","144.034184816936","138.084431956398","412.074109793563","370.694972565363","406.950840352641","351.263621732666","226.661074312854","251.117924988692","223.226570370924","275.815405974657","334.990691133007","274.011038290183","185.178695549275","175.161375293113","297.548632941011","206.41592141355","152.829911940649","158.327050871896","173.462570690211","133.349454681661","104.280926566432","45.0656328938947","15.7383330622754","17.3348556621188","14.5270763282123","26.8747512629361","18.5003872294066","17.0931468187965","18.2219286428115","21.0804485538794","28.9466973182827","56.7183155572311","78.4705911691892","",
"Nigeria","NGA","Total change in external debt stocks (current US$)","DT.DOD.DECT.CD.CG","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","497877000","3336491000","68436000","-4508252000","1680579000","2393033000","1002156000","-2679691000","-2947210000","1846170000","-1218169000","3278544000","-955850000","361859000","4931481000","3186525000","-14143463000","-16137260000","2527141000","984382000","2813165000","-457847000","2179089000","463990000","3016415000","3612242000","4187013000","2208507000","",
"Nigeria","NGA","External debt stocks, total (DOD, current US$)","DT.DOD.DECT.CD","","","","","","","","","","","836678000","960363000","1081762000","1778978000","1880719000","1687172000","1337792000","3146444000","5091172000","6244581000","8938206000","11445508000","11992472000","17576994000","17783310000","18655380000","22215776000","29024888000","29624122000","30121999000","33458490000","33526926000","29018674000","30699253000","33092286000","34094442000","31414751000","28467541000","30313711000","29095542000","32374086000","31418236000","31780095000","36711576000","39898101000","25754638000","9617378000","12144519000","13128901000","15942066000","15484219000","17663308000","18127298000","21143713000","24755955000","28942968000","31151475000","",
"Nigeria","NGA","PPG, bilateral concessional (DOD, current US$)","DT.DOD.BLTC.CD","","","","","","","","","","","113708000","166802000","201868000","218444000","254626000","283542000","293713000","314748000","344432000","369999000","401378000","350319000","309712000","341650000","298315000","325590000","362495000","416790000","407790000","412152000","484918000","889211000","867961000","938283000","1050692000","1037711000","928766000","826144000","918805000","996521000","701844000","601092000","640410000","14538979000","16398861000","9478638000","274801000","356189000","434569000","400400000","289034000","574857000","771447000","1046611000","1399635000","1853109000","2350410000","",
"Nigeria","NGA","PPG, bilateral (DOD, current US$)","DT.DOD.BLAT.CD","","","","","","","","","","","175232000","232847000","261608000","285391000","319476000","334520000","336627000","350137000","371769000","395472000","421881000","413174000","439075000","949508000","989409000","718195000","6218850000","8357584000","7922304000","11503457000","13275065000","15141572000","14239577000","13907263000","15003870000","15547885000","14151126000","12997978000","13586283000","12881581000","23272010000","23052633000","22646446000","25987033000","27340947000","15478510000","449943000","585967000","765350000","613859000","381104000","637455000","822962000","1046611000","1399635000","1853109000","2350410000","",
"Nigeria","NGA","Concessional debt (% of total external debt)","DT.DOD.ALLC.ZS","","","","","","","","","","","15.6441","19.2952","20.9168","14.0685","15.4341","18.9654","24.6832","11.2256","7.5167","6.5313","4.9096","3.3845","2.8882","2.15","1.8791","1.9311","1.7823","1.5471","1.4814","1.4674","1.5577","2.8674","3.3495","3.5625","3.8976","4.0439","4.3343","4.6891","5.2828","6.0096","4.5691","4.3252","4.7036","42.2603","44.0127","41.9332","20.9554","21.0372","22.6757","21.9516","28.0393","29.482","33.0608","33.2174","31.9019","30.6678","31.3336","",
"Nigeria","NGA","External debt stocks, concessional (DOD, current US$)","DT.DOD.ALLC.CD","","","","","","","","","","","130891000","185304000","226271000","250277000","290273000","319980000","330210000","353210000","382689000","407858000","438838000","387381000","346375000","377914000","334181000","360260000","395970000","449069000","438874000","442040000","521197000","961360000","972005000","1093661000","1289833000","1378778000","1361622000","1334891000","1601432000","1748534000","1479235000","1358911000","1494837000","15514448000","17560268000","10799757000","2015364000","2554868000","2977080000","3499549000","4341668000","5207497000","5993035000","7023393000","7897637000","8876188000","9760884000","",
"Nigeria","NGA","PPG, private creditors (DIS, current US$)","DT.DIS.PRVT.CD","","","","","","","","","","","11062000","12989000","30332000","9936000","7224000","13166000","18464000","15122000","1398964000","874064000","1081981000","1788397000","3022504000","1781326000","1345961000","1168729000","536992000","663099000","418341000","731639000","284996000","193417000","0","1000","0","0","0","0","0","0","0","0","0","1317000","41621000","33796000","99088000","18200000","23564000","0","0","500000000","0","500000000","0","0","0","",
"Nigeria","NGA","PPG, other private creditors (DIS, current US$)","DT.DIS.PROP.CD","","","","","","","","","","","7655000","12989000","12658000","9698000","6484000","13166000","18464000","15122000","31000","97214000","590152000","761235000","1603213000","1067996000","920077000","1086707000","515759000","648869000","395048000","704490000","284996000","193417000","0","1000","0","0","0","0","0","0","0","0","0","1317000","41621000","7653000","65852000","0","0","0","0","0","0","0","0","0","0","",
"Nigeria","NGA","PNG, commercial banks and other creditors (DIS, current US$)","DT.DIS.PNGC.CD","","","","","","","","","","","25000000","21800000","4000000","24300000","17000000","28800000","34800000","52800000","238500000","457000000","565300000","524300000","166100000","308000000","300000000","90000000","50000000","75000000","83000000","98500000","0","0","4000000","0","0","0","0","0","0","0","792282000","594212000","475369000","713054000","633826000","2069968000","273250000","2729740000","959853000","434116000","60602000","593460000","402426000","129360000","4707966000","3089659000","1914690000","",
"Nigeria","NGA","PNG, bonds (DIS, current US$)","DT.DIS.PNGB.CD","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500000000","350000000","1275000000","2350000000","800000000","1167312000","",
