"Data Source","World Development Indicators",

"Last Updated Date","2018-10-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Nigeria","NGA","School enrollment, secondary (% net)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","School enrollment, secondary, male (% gross)","SE.SEC.ENRR.MA","","","","","","","","","","","6.00839996337891","6.48979997634888","7.18589019775391","7.7649998664856","","","","10.2901401519775","11.7387599945068","14.4175796508789","18.5476207733154","22.532190322876","27.0355205535889","35.4357604980469","42.5140419006348","","31.6554107666016","30.5532703399658","","27.0988903045654","27.8502101898193","","","","","","","","","24.6686897277832","26.6869201660156","29.4437694549561","33.5270690917969","","38.8313789367676","38.1139297485352","37.8776817321777","35.9102783203125","38.521068572998","41.9130706787109","47.1294784545898","49.087100982666","49.3166007995605","58.7835502624512","","","","",
"Nigeria","NGA","School enrollment, secondary, female (% gross)","SE.SEC.ENRR.FE","","","","","","","","","","","2.84935998916626","3.07366991043091","3.45645999908447","4.11546993255615","","","","4.96853017807007","6.26586008071899","7.44170999526978","8.69832992553711","11.5522699356079","14.8795099258423","14.6986103057861","14.8804903030396","","22.6782608032227","23.772590637207","","21.3188705444336","21.4896697998047","","","","","","","","","22.3673095703125","22.4320602416992","24.5104007720947","25.5371398925781","","31.0026092529297","31.6637096405029","30.8915901184082","27.6647796630859","32.1167984008789","36.4293899536133","41.1728096008301","41.8713188171387","44.932861328125","53.4882392883301","","","","",
"Nigeria","NGA","School enrollment, secondary (% gross)","SE.SEC.ENRR","","","","","","","","","","","4.43322992324829","4.78669023513794","5.32747983932495","5.9477801322937","","","","7.65097999572754","9.02740955352783","10.964599609375","13.6747102737427","17.0999202728271","21.0193004608154","25.1692295074463","28.831449508667","29.3227291107178","27.2166194915771","27.20285987854","","24.2470207214355","24.7137699127197","","","","","","","","","23.536169052124","24.5931606292725","27.0161590576172","29.594820022583","","34.9775581359863","34.9386596679688","34.4388618469238","31.851619720459","35.3688583374023","39.2142181396484","44.198299407959","45.537181854248","47.1605415344238","56.1798706054688","","","","",
"Nigeria","NGA","Secondary education, vocational pupils (% female)","SE.SEC.ENRL.VO.FE.ZS","","","","","","","","","","","27.7070407867432","26.7668209075928","21.5218200683594","26.8548107147217","","","","22.6238193511963","23.2612400054932","25.2179698944092","22.9039993286133","25.5944690704346","32.254768371582","26.6485595703125","17.9156799316406","","","","","44.9865112304688","44.4565887451172","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Secondary education, vocational pupils","SE.SEC.ENRL.VO","","","","","","","","","","","63067","72093","51320","84402","","","","144065","174032","217464","256763","311368","350187","376328","383435","391583","","","","226848","216726","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Pupil-teacher ratio, upper secondary","SE.SEC.ENRL.UP.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.6139793395996","44.3647499084473","30.365930557251","26.3534603118896","18.9499492645264","","17.6330604553223","","","","","","","",
"Nigeria","NGA","Pupil-teacher ratio, secondary","SE.SEC.ENRL.TC.ZS","","","","","","","","","","","21.231689453125","","23.0006103515625","","","","","44.6911811828613","37.7904891967773","38.4170112609863","41.9082794189453","44.8453102111816","28.783239364624","32.3350791931152","31.2264003753662","36.1591606140137","28.4579906463623","","","21.6303806304932","22.1053791046143","","","","","","","","","29.7999801635742","30.8866806030273","32.7175712585449","31.4449596405029","","40.619701385498","40.1648712158203","31.850679397583","28.440149307251","22.3433494567871","","23.1970806121826","","","","","","","",
"Nigeria","NGA","Pupil-teacher ratio, lower secondary","SE.SEC.ENRL.LO.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.3581008911133","37.4516906738281","33.0194206237793","30.1553192138672","25.8152294158936","","31.1308307647705","","","","","","","",
"Nigeria","NGA","Secondary education, general pupils (% female)","SE.SEC.ENRL.GC.FE.ZS","","","","","","","","","","","32.9808006286621","33.1826782226563","33.7179298400879","35.9375","","","","34.5001792907715","37.0353507995605","35.588981628418","33.3117599487305","34.9931297302246","35.5229988098145","29.2523994445801","26.5286693572998","","","","41.2078285217285","43.2481689453125","42.760311126709","41.6860198974609","45.0359916687012","45.8832092285156","45.6391105651855","","","","","","","","","","","","","","","","","45.2362518310547","","46.8136901855469","","","","",
"Nigeria","NGA","Secondary education, general pupils","SE.SEC.ENRL.GC","","","","","","","","","","","293498","323482","399722","432256","","","","601652","730899","913648","1194479","1553345","1995417","2503952","3009751","3169624","","","2941781","2729528","2908466","3123277","3600620","4032083","4451329","","","","","","","","","","","","","","","","","9591205","","12532753","","","","",
"Nigeria","NGA","Secondary education, pupils (% female)","SE.SEC.ENRL.FE.ZS","","","","","","","","","","","32.0480117797852","32.0134010314941","32.330249786377","34.4537391662598","","","","32.2057800292969","34.3863792419434","33.5950813293457","31.4703502655029","33.4237518310547","35.0350685119629","28.9121894836426","25.5553894042969","","41.2003784179688","43.1804084777832","","43.3815612792969","42.8779411315918","","","","","","","","","46.7664489746094","44.8845100402832","44.6438789367676","42.4673614501953","","43.632251739502","44.6130485534668","44.1537399291992","42.7524299621582","44.6947784423828","45.7209701538086","45.8399200439453","45.2362518310547","46.8599586486816","46.8136901855469","","","","",
"Nigeria","NGA","Secondary education, pupils","SE.SEC.ENRL","","","","","","","","","","","356565","395575","451042","516658","","","","745717","904931","1131112","1451242","1864713","2345604","2880280","3393186","3561207","2988174","3088711","","2956376","3125192","","","","","","","","","3844585","4104345","4601105","5124270","","6279562","6397581","6436449","6068160","6888700","7827318","9056768","9591205","10212250","12532753","","","","",
"Nigeria","NGA","Secondary education, duration (years)","SE.SEC.DURS","","","","","","","","","","","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6",
"Nigeria","NGA","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.UP.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.UP.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.PO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.PO.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.PO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.LO.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.0522804260254","26.8558692932129","","37.034969329834","","","","","","","47.0481910705566","","","","","","","",
"Nigeria","NGA","Lower secondary completion rate, male (% of relevant age group)","SE.SEC.CMPT.LO.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.6139907836914","29.0868396759033","","40.4935417175293","","","","","","","50.3543701171875","","","","","","","",
"Nigeria","NGA","Lower secondary completion rate, female (% of relevant age group)","SE.SEC.CMPT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4078197479248","24.5529193878174","","33.4669990539551","","","","","","","43.634880065918","","","","","","","",
"Nigeria","NGA","Lower secondary school starting age (years)","SE.SEC.AGES","","","","","","","","","","","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12",
"Nigeria","NGA","Children out of school (% of primary school age)","SE.PRM.UNER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.9218101501465","33.8549194335938","","","","32.1069793701172","31.6644496917725","31.2040996551514","28.362699508667","35.1346092224121","34.0447883605957","34.0512084960938","","","","","","","",
"Nigeria","NGA","Children out of school, male (% of male primary school age)","SE.PRM.UNER.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.3952598571777","28.1509704589844","","","","27.3435001373291","27.1146793365479","27.2557506561279","20.9760303497314","28.7230701446533","27.8520793914795","28.293270111084","","","","","","","",
"Nigeria","NGA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3038587","2778901","","","","2956890","3010724","3106242","2462259","3478530","3482697","3652168","","","","","","","",
"Nigeria","NGA","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.6369705200195","39.7542381286621","","","","37.0375099182129","36.3754196166992","35.2936401367188","36.0169105529785","41.7824211120605","40.4701385498047","40.0294189453125","","","","","","","",
"Nigeria","NGA","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3990429","3794357","","","","3869482","3900796","3883428","4080055","4880247","4877281","4976710","","","","","","","",
"Nigeria","NGA","Children out of school, primary","SE.PRM.UNER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7029016","6573258","","","","6826372","6911520","6989670","6542314","8358777","8359978","8628878","","","","","","","",
"Nigeria","NGA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1222.5","1456.7","1660.5","2049.7","2297.2","2328.3","3001.9","3458.1","3783.5","3582.1","3809.3","3994.7","3742.8","3821.6","",
"Nigeria","NGA","Industrial design applications, resident, by count","IP.IDS.RSCT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","638","829","","","","",
"Nigeria","NGA","Industrial design applications, nonresident, by count","IP.IDS.NRCT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147","85","124","","","","",
"Nigeria","NGA","Public private partnerships investment in water and sanitation (current US$)","IE.PPN.WATR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Public private partnerships investment in transport (current US$)","IE.PPN.TRAN.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2355440000","322140000","40000000","382000000","","","259400000","","4400000000","","","","",
"Nigeria","NGA","Public private partnerships investment in ICT (current US$)","IE.PPN.ICTI.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22000000","28000000","","27000000","","","121000000","","","","","","","","","","","","","","",
"Nigeria","NGA","Public private partnerships investment in energy (current US$)","IE.PPN.ENGY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","295000000","462000000","34000000","","828000000","","","","","","","","","","880000000","","70000000",
"Nigeria","NGA","Investment in water and sanitation with private participation (current US$)","IE.PPI.WATR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Investment in transport with private participation (current US$)","IE.PPI.TRAN.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2355440000","322140000","40000000","382000000","","","259400000","","4400000000","","","","",
"Nigeria","NGA","Investment in ICT with private participation (current US$)","IE.PPI.ICTI.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Investment in energy with private participation (current US$)","IE.PPI.ENGY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","295000000","462000000","34000000","","828000000","","280000000","","","","","","407300000","","880000000","","70000000",
"Nigeria","NGA","Procedures to build a warehouse (number)","IC.WRH.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.9","15.9","15.9","15.9","15.1",
"Nigeria","NGA","Time required to build a warehouse (days)","IC.WRH.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110.3","110.3","110.3","110.3","110.3",
"Nigeria","NGA","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","33","33.9","34.9","34.8",
"Nigeria","NGA","Profit tax (% of commercial profits)","IC.TAX.PRFT.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.8","21.8","21.4","20.9","21",
"Nigeria","NGA","Tax payments (number)","IC.TAX.PAYM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59","59","59","59","59",
"Nigeria","NGA","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","0.4","0.4","0.4","0.3",
"Nigeria","NGA","Number of visits or required meetings of affected firms with tax officials","IC.TAX.METG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7","","","","","","","3.7","","","",
"Nigeria","NGA","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7","10.7","12.1","13.5","13.5",
"Nigeria","NGA","Firms expected to give gifts in meetings with tax officials (% of firms)","IC.TAX.GIFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.9","","","","","","","25.9","","","",
"Nigeria","NGA","Time to prepare and pay taxes (hours)","IC.TAX.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","429.4","429.4","429.4","429.4","360.4",
"Nigeria","NGA","Start-up procedures to register a business, male (number)","IC.REG.PROC.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.5","8.5","8.5","8.5","8.5",
"Nigeria","NGA","Start-up procedures to register a business, female (number)","IC.REG.PROC.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.5","8.5","8.5","8.5","8.5",
"Nigeria","NGA","Start-up procedures to register a business (number)","IC.REG.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","8","9","8","8",
"Nigeria","NGA","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.3","30.3","30.3","24.9","18.9",
"Nigeria","NGA","Time required to start a business, female (days)","IC.REG.DURS.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.3","30.3","30.3","24.9","18.9",
"Nigeria","NGA","Time required to start a business (days)","IC.REG.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.3","30.3","30.3","24.9","18.9",
"Nigeria","NGA","Cost of business start-up procedures (% of GNI per capita)","IC.REG.COST.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.7","33.9","31.7","31","28.8",
"Nigeria","NGA","Cost of business start-up procedures, male (% of GNI per capita)","IC.REG.COST.PC.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.7","33.9","31.7","31","28.8",
"Nigeria","NGA","Cost of business start-up procedures, female (% of GNI per capita)","IC.REG.COST.PC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.7","33.9","31.7","31","28.8",
"Nigeria","NGA","Procedures to register property (number)","IC.PRP.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1","12.1","12.1","12.1","11.3",
"Nigeria","NGA","Time required to register property (days)","IC.PRP.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.6","69.6","69.6","69.6","68.9",
"Nigeria","NGA","Time required to enforce a contract (days)","IC.LGL.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","509.8","509.8","509.8","509.8","453.7",
"Nigeria","NGA","Strength of legal rights index (0=weak to 12=strong)","IC.LGL.CRED.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","7","10",
"Nigeria","NGA","Time to resolve insolvency (years)","IC.ISV.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2",
"Nigeria","NGA","Time to import, documentary compliance (hours)","IC.IMP.TMDC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","173","172.7","172.7","172.7",
"Nigeria","NGA","Time to import, border compliance (hours)","IC.IMP.TMBC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","284","283.7","283.7","283.7",
"Nigeria","NGA","Time to import (days)","IC.IMP.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.8","35.4","35.4","32.3","31.6","30","30","30","33.9","33.9","","","",
"Nigeria","NGA","Documents to import (number)","IC.IMP.DOCS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.1","10","10","10","10","10","10","10","10","10","","","",
"Nigeria","NGA","Cost to import, documentary compliance (US$)","IC.IMP.CSDC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","564","564.3","564.3","564.3",
"Nigeria","NGA","Cost to import, border compliance (US$)","IC.IMP.CSBC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1077","1076.8","1076.8","1076.8",
"Nigeria","NGA","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1124.2","806.2","806.2","1005.6","1108.8","1108.8","1108.8","1185.8","1959.5","1959.5","","","",
"Nigeria","NGA","Time spent dealing with the requirements of government regulations (% of senior management time)","IC.GOV.DURS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","","","","","","","7.5","","","",
"Nigeria","NGA","Firms offering formal training (% of firms)","IC.FRM.TRNG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.7","","","","","","","30.7","","","",
"Nigeria","NGA","Firms experiencing losses due to theft and vandalism (% of firms)","IC.FRM.THEV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","","","",
"Nigeria","NGA","Firms that spend on R&D (% of firms)","IC.FRM.RSDV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.8","","","",
"Nigeria","NGA","Value lost due to electrical outages (% of sales for affected firms)","IC.FRM.OUTG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.9","","","","","","","15.6","","","",
"Nigeria","NGA","Firms visited or required meetings with tax officials (% of firms)","IC.FRM.METG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.7","","","","","","","68.8","","","",
"Nigeria","NGA","Firms that do not report all sales for tax purposes (% of firms)","IC.FRM.INFM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","","","","","","","","","","",
"Nigeria","NGA","Firms formally registered when operations started (% of firms)","IC.FRM.FREG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.7","","","",
"Nigeria","NGA","Firms with female participation in ownership (% of firms)","IC.FRM.FEMO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","","","","","16.2","","","",
"Nigeria","NGA","Firms with female top manager (% of firms)","IC.FRM.FEMM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.9","","","",
"Nigeria","NGA","Time required to obtain an operating license (days)","IC.FRM.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1","","","","","","","14.4","","","",
"Nigeria","NGA","Losses due to theft and vandalism (% of annual sales of affected firms)","IC.FRM.CRIM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.1","","","","","","","13.6","","","",
"Nigeria","NGA","Net official flows from UN agencies, IFAD (current US$)","DT.NFL.IFAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","650000","3140000","2540000","1200000","1470000","4130000","3380000","2600000","6160000","1710000","960000","1110000","-1200000","-1650000","3410000","270000","5010000","4410000","6660000","6490000","5530000","2800000","8350000","14030000","8880000","3440000","10980000","19600000","",
"Nigeria","NGA","Net official flows from UN agencies, IAEA (current US$)","DT.NFL.IAEA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1360000","790000","820000","760000","490000","250000","580000","750000","640000","400000","510000","",
"Nigeria","NGA","Net official flows from UN agencies, FAO (current US$)","DT.NFL.FAOG.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","440000","","","","",
"Nigeria","NGA","Net flows on external debt, short-term (NFL, current US$)","DT.NFL.DSTC.CD","","","","","","","","","","","269000000","40000000","39000000","225000000","33000000","-63000000","-112000000","1730000000","285000000","-163000000","1270000000","871000000","-1905000000","4450000000","984300000","643100000","1339486000","2129598000","1414944000","-415400000","218897000","-86197000","635230000","506830000","-512060000","-73130000","-224440000","-137430000","218310000","45180000","241000000","-1076489000","0","0","0","0","0","0","0","-1000","0","0","0","0","0","0","0","",
"Nigeria","NGA","Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)","DT.NFL.DPPG.CD","","","","","","","","","","","18300000","70207000","109927000","-101985000","-36145000","-99271000","-241821000","28263000","1420633000","920124000","1139129000","1562829000","2617500000","1606889000","-205927000","-1028105000","71797000","851445000","228692000","895944000","-238036000","-28028000","-967000","-25200000","-137900000","-473616000","-813074000","-509604000","-481727000","-386242000","-903229000","-1614414000","-1036473000","-1092769000","-884743000","-3484440000","-5665222000","-383454000","68612000","177754000","809057000","1313045000","675315000","1644327000","1239214000","1683546000","1184495000","",
"Nigeria","NGA","Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)","DT.NFL.DPNG.CD","","","","","","","","","","","-5000000","-7000000","-23000000","3000000","-5000000","8000000","12000000","27000000","206000000","373000000","388000000","250000000","-33900000","95500000","100000000","-35000000","0","-48300000","-6740000","85000000","-15257000","-47434000","-8000000","-10000000","-10000000","-10000000","-10000000","-10000000","-10000000","-35000000","757282000","559903000","443369000","713054000","633826000","2069968000","273250000","2729740000","703285000","109286000","-881196000","941460000","-282120000","1404360000","2918202000","2879744000","1412338000","",
"Nigeria","NGA","Net flows on external debt, long-term (NFL, current US$)","DT.NFL.DLXF.CD","","","","","","","","","","","13300000","63207000","86927000","-98985000","-41145000","-91271000","-229821000","55263000","1626633000","1293124000","1527129000","1812829000","2583600000","1702389000","-105927000","-1063105000","71797000","803145000","221952000","980944000","-253293000","-75462000","-8967000","-35200000","-147900000","-483616000","-823074000","-519604000","-491727000","-421242000","-145947000","-1054511000","-593104000","-379715000","-250917000","-1414472000","-5391972000","2346286000","771897000","287040000","-72139000","2254505000","393195000","3048687000","4157416000","4563290000","2596833000","",
"Nigeria","NGA","Net flows on external debt, total (NFL, current US$)","DT.NFL.DECT.CD","","","","","","","","","","","282300000","103207000","125927000","126015000","-8145000","-154271000","-341821000","1785263000","1911633000","1130124000","2797129000","2683829000","678600000","6152389000","878373000","-420005000","1411283000","2932743000","1636896000","565544000","-34396000","-161659000","626263000","471630000","-659960000","-556746000","-1047514000","-657034000","-273417000","-376062000","95053000","-2131000000","-593104000","-379715000","-250917000","-1414472000","-5391972000","2346286000","771897000","287039000","-72139000","2254505000","393195000","3048687000","4157416000","4563290000","2596833000","",
"Nigeria","NGA","Portfolio investment, bonds (PPG + PNG) (NFL, current US$)","DT.NFL.BOND.CD","","","","","","","","","","","0","0","-3127000","0","0","0","0","-5237000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-452000000","0","0","0","-1441793000","0","0","0","0","1000000000","350000000","1775000000","2350000000","800000000","667312000","",
